instant,dteday,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,total_count,hours,windspeed_category
574,2012-07-27,fall,2012,juli,no,Sabtu,yes,Clear/Partly cloudy,0.781667,0.734217,0.594583,10.250464,1259,5645,6904,2,Low
575,2012-07-28,fall,2012,juli,no,Minggu,no,Clear/Partly cloudy,0.755833,0.697604,0.613333,10.542449999999999,2234,4451,6685,5,Low
576,2012-07-29,fall,2012,juli,no,Senin,no,Clear/Partly cloudy,0.721667,0.667933,0.62375,11.416532,2153,4444,6597,6,Low
577,2012-07-30,fall,2012,juli,no,Selasa,yes,Clear/Partly cloudy,0.730833,0.684987,0.66875,10.292339,1040,6065,7105,7,Low
578,2012-07-31,fall,2012,juli,no,Rabu,yes,Clear/Partly cloudy,0.713333,0.662896,0.704167,11.083475,968,6248,7216,8,Low
579,2012-08-01,fall,2012,agus,no,Kamis,yes,Clear/Partly cloudy,0.7175,0.667308,0.6775,9.458993,1074,6506,7580,9,Low
580,2012-08-02,fall,2012,agus,no,Jumat,yes,Clear/Partly cloudy,0.7525,0.707088,0.659583,8.666718,983,6278,7261,10,Low
581,2012-08-03,fall,2012,agus,no,Sabtu,yes,Misty/Cloudy,0.765833,0.722867,0.6425,14.458064,1328,5847,7175,11,Low
582,2012-08-04,fall,2012,agus,no,Minggu,no,Clear/Partly cloudy,0.793333,0.751267,0.613333,17.249686,2345,4479,6824,12,Low
583,2012-08-05,fall,2012,agus,no,Senin,no,Clear/Partly cloudy,0.769167,0.731079,0.6525,19.458206999999998,1707,3757,5464,13,Low
584,2012-08-06,fall,2012,agus,no,Selasa,yes,Misty/Cloudy,0.7525,0.710246,0.654167,8.666718,1233,5780,7013,14,Low
585,2012-08-07,fall,2012,agus,no,Rabu,yes,Misty/Cloudy,0.735833,0.697621,0.70375,7.8328359999999995,1278,5995,7273,15,Low
586,2012-08-08,fall,2012,agus,no,Kamis,yes,Misty/Cloudy,0.75,0.707717,0.672917,7.4169,1263,6271,7534,16,Low
587,2012-08-09,fall,2012,agus,no,Jumat,yes,Clear/Partly cloudy,0.755833,0.699508,0.620417,10.458699999999999,1196,6090,7286,17,Low
588,2012-08-10,fall,2012,agus,no,Sabtu,yes,Misty/Cloudy,0.715833,0.667942,0.715833,16.000471,1065,4721,5786,16,Low
589,2012-08-11,fall,2012,agus,no,Minggu,no,Misty/Cloudy,0.6925,0.638267,0.732917,13.834093,2247,4052,6299,17,Low
590,2012-08-12,fall,2012,agus,no,Senin,no,Clear/Partly cloudy,0.700833,0.644579,0.530417,8.208304,2182,4362,6544,18,Low
591,2012-08-13,fall,2012,agus,no,Selasa,yes,Clear/Partly cloudy,0.720833,0.662254,0.545417,9.126204,1207,5676,6883,19,Low
592,2012-08-14,fall,2012,agus,no,Rabu,yes,Clear/Partly cloudy,0.726667,0.676779,0.686667,11.333586,1128,5656,6784,20,Low
593,2012-08-15,fall,2012,agus,no,Kamis,yes,Clear/Partly cloudy,0.706667,0.654037,0.619583,11.374657000000001,1198,6149,7347,21,Low
594,2012-08-16,fall,2012,agus,no,Jumat,yes,Clear/Partly cloudy,0.719167,0.654688,0.519167,9.500332,1338,6267,7605,22,Low
595,2012-08-17,fall,2012,agus,no,Sabtu,yes,Clear/Partly cloudy,0.723333,0.2424,0.570833,15.500718,1483,5665,7148,23,Low
596,2012-08-18,fall,2012,agus,no,Minggu,no,Clear/Partly cloudy,0.678333,0.618071,0.603333,11.917089,2827,5038,7865,0,Low
597,2012-08-19,fall,2012,agus,no,Senin,no,Misty/Cloudy,0.635833,0.603554,0.711667,5.79215,1208,3341,4549,1,Low
598,2012-08-20,fall,2012,agus,no,Selasa,yes,Misty/Cloudy,0.635833,0.595967,0.734167,8.708593,1026,5504,6530,2,Low
599,2012-08-21,fall,2012,agus,no,Rabu,yes,Clear/Partly cloudy,0.649167,0.601025,0.67375,4.8756436,1081,5925,7006,3,Low
600,2012-08-22,fall,2012,agus,no,Kamis,yes,Clear/Partly cloudy,0.6675,0.621854,0.677083,4.708981100000001,1094,6281,7375,5,Low
601,2012-08-23,fall,2012,agus,no,Jumat,yes,Clear/Partly cloudy,0.695833,0.637008,0.635833,5.6679186,1363,6402,7765,6,Low
602,2012-08-24,fall,2012,agus,no,Sabtu,yes,Misty/Cloudy,0.7025,0.6471,0.615,4.8337686,1325,6257,7582,7,Low
603,2012-08-25,fall,2012,agus,no,Minggu,no,Misty/Cloudy,0.661667,0.618696,0.712917,16.375336,1829,4224,6053,8,Low
604,2012-08-26,fall,2012,agus,no,Senin,no,Misty/Cloudy,0.653333,0.595996,0.845833,15.333486,1483,3772,5255,9,Low
605,2012-08-27,fall,2012,agus,no,Selasa,yes,Clear/Partly cloudy,0.703333,0.654688,0.730417,8.625110999999999,989,5928,6917,10,Low
606,2012-08-28,fall,2012,agus,no,Rabu,yes,Clear/Partly cloudy,0.728333,0.66605,0.62,12.791975,935,6105,7040,11,Low
607,2012-08-29,fall,2012,agus,no,Kamis,yes,Clear/Partly cloudy,0.685,0.635733,0.552083,7.541653999999999,1177,6520,7697,12,Low
608,2012-08-30,fall,2012,agus,no,Jumat,yes,Clear/Partly cloudy,0.706667,0.652779,0.590417,5.1668189,1172,6541,7713,13,Low
609,2012-08-31,fall,2012,agus,no,Sabtu,yes,Clear/Partly cloudy,0.764167,0.6894,0.5875,11.291711,1433,5917,7350,14,Low
610,2012-09-01,fall,2012,sept,no,Minggu,no,Misty/Cloudy,0.753333,0.702654,0.638333,7.5835289999999995,2352,3788,6140,15,Low
611,2012-09-02,fall,2012,sept,no,Senin,no,Misty/Cloudy,0.696667,0.649,0.815,4.2927436,2613,3197,5810,16,Low
612,2012-09-03,fall,2012,sept,yes,Selasa,no,Clear/Partly cloudy,0.7075,0.661629,0.790833,10.125107,1965,4069,6034,17,Low
613,2012-09-04,fall,2012,sept,no,Rabu,yes,Clear/Partly cloudy,0.725833,0.686888,0.755,15.833507,867,5997,6864,18,Low
614,2012-09-05,fall,2012,sept,no,Kamis,yes,Clear/Partly cloudy,0.736667,0.708983,0.74125,12.583136,832,6280,7112,19,Low
615,2012-09-06,fall,2012,sept,no,Jumat,yes,Misty/Cloudy,0.696667,0.655329,0.810417,9.542207,611,5592,6203,20,Low
616,2012-09-07,fall,2012,sept,no,Sabtu,yes,Clear/Partly cloudy,0.703333,0.657204,0.73625,11.500282,1045,6459,7504,21,Low
617,2012-09-08,fall,2012,sept,no,Minggu,no,Misty/Cloudy,0.659167,0.611121,0.799167,18.833968000000002,1557,4419,5976,22,Low
618,2012-09-09,fall,2012,sept,no,Senin,no,Clear/Partly cloudy,0.61,0.578925,0.5475,15.041232,2570,5657,8227,23,Low
619,2012-09-10,fall,2012,sept,no,Selasa,yes,Clear/Partly cloudy,0.583333,0.565654,0.50375,17.333771000000002,1118,6407,7525,0,Low
620,2012-09-11,fall,2012,sept,no,Rabu,yes,Clear/Partly cloudy,0.5775,0.554292,0.52,6.1676314,1070,6697,7767,1,Low
621,2012-09-12,fall,2012,sept,no,Kamis,yes,Clear/Partly cloudy,0.599167,0.570075,0.577083,8.833682,1050,6820,7870,2,Low
622,2012-09-13,fall,2012,sept,no,Jumat,yes,Clear/Partly cloudy,0.6125,0.579558,0.637083,5.5422936,1054,6750,7804,3,Low
623,2012-09-14,fall,2012,sept,no,Sabtu,yes,Clear/Partly cloudy,0.633333,0.594083,0.6725,6.9588209999999995,1379,6630,8009,4,Low
624,2012-09-15,fall,2012,sept,no,Minggu,no,Clear/Partly cloudy,0.608333,0.585867,0.501667,16.583907,3160,5554,8714,6,Low
625,2012-09-16,fall,2012,sept,no,Senin,no,Clear/Partly cloudy,0.58,0.563125,0.57,6.042281099999999,2166,5167,7333,7,Low
626,2012-09-17,fall,2012,sept,no,Selasa,yes,Misty/Cloudy,0.580833,0.55305,0.734583,10.166713999999999,1022,5847,6869,8,Low
627,2012-09-18,fall,2012,sept,no,Rabu,yes,Misty/Cloudy,0.623333,0.565067,0.8725,23.958329,371,3702,4073,9,Medium
628,2012-09-19,fall,2012,sept,no,Kamis,yes,Clear/Partly cloudy,0.5525,0.540404,0.536667,14.416725,788,6803,7591,10,Low
629,2012-09-20,fall,2012,sept,no,Jumat,yes,Clear/Partly cloudy,0.546667,0.532192,0.618333,7.917189,939,6781,7720,11,Low
630,2012-09-21,fall,2012,sept,no,Sabtu,yes,Clear/Partly cloudy,0.599167,0.571971,0.66875,10.333343000000001,1250,6917,8167,12,Low
631,2012-09-22,fall,2012,sept,no,Minggu,no,Clear/Partly cloudy,0.65,0.610488,0.646667,19.000061,2512,5883,8395,13,Low
632,2012-09-23,winter,2012,sept,no,Senin,no,Clear/Partly cloudy,0.529167,0.518933,0.467083,14.958286000000001,2454,5453,7907,14,Low
633,2012-09-24,winter,2012,sept,no,Selasa,yes,Clear/Partly cloudy,0.514167,0.502513,0.492917,9.541068000000001,1001,6435,7436,15,Low
634,2012-09-25,winter,2012,sept,no,Rabu,yes,Clear/Partly cloudy,0.55,0.544179,0.57,15.833507,845,6693,7538,16,Low
635,2012-09-26,winter,2012,sept,no,Kamis,yes,Clear/Partly cloudy,0.635,0.596613,0.630833,16.3748,787,6946,7733,17,Low
636,2012-09-27,winter,2012,sept,no,Jumat,yes,Misty/Cloudy,0.65,0.607975,0.690833,9.000914,751,6642,7393,18,Low
637,2012-09-28,winter,2012,sept,no,Sabtu,yes,Misty/Cloudy,0.619167,0.585863,0.69,10.999993,1045,6370,7415,19,Low
638,2012-09-29,winter,2012,sept,no,Minggu,no,Clear/Partly cloudy,0.5425,0.530296,0.542917,15.249468,2589,5966,8555,20,Low
639,2012-09-30,winter,2012,sept,no,Senin,no,Clear/Partly cloudy,0.526667,0.517663,0.583333,9.042186,2015,4874,6889,21,Low
640,2012-10-01,winter,2012,okt,no,Selasa,yes,Misty/Cloudy,0.520833,0.512,0.649167,6.0838814,763,6015,6778,22,Low
641,2012-10-02,winter,2012,okt,no,Rabu,yes,Light/Rain,0.590833,0.542333,0.871667,6.9998249999999995,315,4324,4639,23,Low
642,2012-10-03,winter,2012,okt,no,Kamis,yes,Misty/Cloudy,0.6575,0.599133,0.79375,4.4585686,728,6844,7572,0,Low
643,2012-10-04,winter,2012,okt,no,Jumat,yes,Misty/Cloudy,0.6575,0.607975,0.722917,7.875582,891,6437,7328,1,Low
644,2012-10-05,winter,2012,okt,no,Sabtu,yes,Clear/Partly cloudy,0.615,0.580187,0.6275,7.12545,1516,6640,8156,2,Low
645,2012-10-06,winter,2012,okt,no,Minggu,no,Clear/Partly cloudy,0.554167,0.538521,0.664167,17.957675000000002,3031,4934,7965,3,Low
646,2012-10-07,winter,2012,okt,no,Senin,no,Misty/Cloudy,0.415833,0.419813,0.708333,9.457854000000001,781,2729,3510,4,Low
647,2012-10-08,winter,2012,okt,yes,Selasa,no,Misty/Cloudy,0.383333,0.387608,0.709583,12.708492999999999,874,4604,5478,5,Low
648,2012-10-09,winter,2012,okt,no,Rabu,yes,Misty/Cloudy,0.446667,0.438112,0.761667,12.7501,601,5791,6392,7,Low
649,2012-10-10,winter,2012,okt,no,Kamis,yes,Clear/Partly cloudy,0.514167,0.503142,0.630833,12.584007,780,6911,7691,8,Low
650,2012-10-11,winter,2012,okt,no,Jumat,yes,Clear/Partly cloudy,0.435,0.431167,0.463333,12.166932000000001,834,6736,7570,9,Low
651,2012-10-12,winter,2012,okt,no,Sabtu,yes,Clear/Partly cloudy,0.4375,0.433071,0.539167,15.751164,1060,6222,7282,10,Low
652,2012-10-13,winter,2012,okt,no,Minggu,no,Clear/Partly cloudy,0.393333,0.391396,0.494583,9.791514,2252,4857,7109,11,Low
653,2012-10-14,winter,2012,okt,no,Senin,no,Clear/Partly cloudy,0.521667,0.508204,0.640417,18.667004000000002,2080,4559,6639,12,Low
654,2012-10-15,winter,2012,okt,no,Selasa,yes,Misty/Cloudy,0.561667,0.53915,0.7075,19.834478999999998,760,5115,5875,13,Low
655,2012-10-16,winter,2012,okt,no,Rabu,yes,Clear/Partly cloudy,0.468333,0.460846,0.558333,12.208807,922,6612,7534,14,Low
656,2012-10-17,winter,2012,okt,no,Kamis,yes,Clear/Partly cloudy,0.455833,0.450108,0.692917,6.791857,979,6482,7461,15,Low
657,2012-10-18,winter,2012,okt,no,Jumat,yes,Misty/Cloudy,0.5225,0.512625,0.728333,15.874779,1008,6501,7509,16,Low
658,2012-10-19,winter,2012,okt,no,Sabtu,yes,Misty/Cloudy,0.563333,0.537896,0.815,9.041917999999999,753,4671,5424,17,Low
659,2012-10-20,winter,2012,okt,no,Minggu,no,Clear/Partly cloudy,0.484167,0.472842,0.572917,7.874979,2806,5284,8090,18,Low
660,2012-10-21,winter,2012,okt,no,Senin,no,Clear/Partly cloudy,0.464167,0.456429,0.51,11.125618000000001,2132,4692,6824,19,Low
661,2012-10-22,winter,2012,okt,no,Selasa,yes,Clear/Partly cloudy,0.4875,0.482942,0.568333,5.4593811,830,6228,7058,20,Low
662,2012-10-23,winter,2012,okt,no,Rabu,yes,Clear/Partly cloudy,0.544167,0.530304,0.641667,6.3345686,841,6625,7466,21,Low
663,2012-10-24,winter,2012,okt,no,Kamis,yes,Clear/Partly cloudy,0.5875,0.558721,0.63625,4.8762064,795,6898,7693,22,Low
664,2012-10-25,winter,2012,okt,no,Jumat,yes,Misty/Cloudy,0.55,0.529688,0.800417,8.333125,875,6484,7359,23,Low
665,2012-10-26,winter,2012,okt,no,Sabtu,yes,Misty/Cloudy,0.545833,0.52275,0.807083,8.875289,1182,6262,7444,0,Low
666,2012-10-27,winter,2012,okt,no,Minggu,no,Misty/Cloudy,0.53,0.515133,0.72,15.791364000000002,2643,5209,7852,1,Low
667,2012-10-28,winter,2012,okt,no,Senin,no,Misty/Cloudy,0.4775,0.467771,0.694583,26.666535999999997,998,3461,4459,2,Medium
668,2012-10-29,winter,2012,okt,no,Selasa,yes,Light/Rain,0.44,0.4394,0.88,23.9994,2,20,22,3,Medium
669,2012-10-30,winter,2012,okt,no,Rabu,yes,Misty/Cloudy,0.318182,0.309909,0.825455,14.271603,87,1009,1096,4,Low
670,2012-10-31,winter,2012,okt,no,Kamis,yes,Misty/Cloudy,0.3575,0.3611,0.666667,11.166689,419,5147,5566,5,Low
671,2012-11-01,winter,2012,novem,no,Jumat,yes,Misty/Cloudy,0.365833,0.369942,0.581667,10.542182,466,5520,5986,6,Low
672,2012-11-02,winter,2012,novem,no,Sabtu,yes,Clear/Partly cloudy,0.355,0.356042,0.522083,17.833725,618,5229,5847,7,Low
673,2012-11-03,winter,2012,novem,no,Minggu,no,Misty/Cloudy,0.343333,0.323846,0.49125,18.125443,1029,4109,5138,8,Low
674,2012-11-04,winter,2012,novem,no,Senin,no,Clear/Partly cloudy,0.325833,0.329538,0.532917,12.000236,1201,3906,5107,9,Low
675,2012-11-05,winter,2012,novem,no,Selasa,yes,Clear/Partly cloudy,0.319167,0.308075,0.494167,15.833775000000001,378,4881,5259,10,Low
676,2012-11-06,winter,2012,novem,no,Rabu,yes,Clear/Partly cloudy,0.280833,0.281567,0.567083,11.625371,466,5220,5686,11,Low
677,2012-11-07,winter,2012,novem,no,Kamis,yes,Misty/Cloudy,0.295833,0.274621,0.5475,20.375236,326,4709,5035,12,Low
678,2012-11-08,winter,2012,novem,no,Jumat,yes,Clear/Partly cloudy,0.352174,0.341891,0.333478,23.304945,340,4975,5315,13,Medium
679,2012-11-09,winter,2012,novem,no,Sabtu,yes,Clear/Partly cloudy,0.361667,0.355413,0.540833,14.375386,709,5283,5992,14,Low
680,2012-11-10,winter,2012,novem,no,Minggu,no,Clear/Partly cloudy,0.389167,0.393937,0.645417,3.8756686,2090,4446,6536,15,Low
681,2012-11-11,winter,2012,novem,no,Senin,no,Clear/Partly cloudy,0.420833,0.421713,0.659167,8.5425,2290,4562,6852,16,Low
682,2012-11-12,winter,2012,novem,yes,Selasa,no,Clear/Partly cloudy,0.485,0.475383,0.741667,11.625639,1097,5172,6269,17,Low
683,2012-11-13,winter,2012,novem,no,Rabu,yes,Misty/Cloudy,0.343333,0.323225,0.662917,22.917082,327,3767,4094,18,Medium
684,2012-11-14,winter,2012,novem,no,Kamis,yes,Clear/Partly cloudy,0.289167,0.281563,0.552083,13.374875,373,5122,5495,19,Low
685,2012-11-15,winter,2012,novem,no,Jumat,yes,Misty/Cloudy,0.321667,0.324492,0.620417,10.250129000000001,320,5125,5445,20,Low
686,2012-11-16,winter,2012,novem,no,Sabtu,yes,Clear/Partly cloudy,0.345,0.347204,0.524583,11.458675000000001,484,5214,5698,21,Low
687,2012-11-17,winter,2012,novem,no,Minggu,no,Clear/Partly cloudy,0.325,0.326383,0.545417,12.041843,1313,4316,5629,22,Low
688,2012-11-18,winter,2012,novem,no,Senin,no,Clear/Partly cloudy,0.3425,0.337746,0.692917,15.250004,922,3747,4669,23,Low
689,2012-11-19,winter,2012,novem,no,Selasa,yes,Misty/Cloudy,0.380833,0.375621,0.623333,15.749489,449,5050,5499,0,Low
690,2012-11-20,winter,2012,novem,no,Rabu,yes,Misty/Cloudy,0.374167,0.380667,0.685,5.542575,534,5100,5634,1,Low
691,2012-11-21,winter,2012,novem,no,Kamis,yes,Clear/Partly cloudy,0.353333,0.364892,0.61375,6.917482000000001,615,4531,5146,2,Low
692,2012-11-22,winter,2012,novem,yes,Jumat,no,Clear/Partly cloudy,0.34,0.350371,0.580417,3.5423436,955,1470,2425,3,Low
693,2012-11-23,winter,2012,novem,no,Sabtu,yes,Clear/Partly cloudy,0.368333,0.378779,0.56875,9.917407,1603,2307,3910,5,Low
694,2012-11-24,winter,2012,novem,no,Minggu,no,Clear/Partly cloudy,0.278333,0.248742,0.404583,25.250357,532,1745,2277,6,Medium
695,2012-11-25,winter,2012,novem,no,Senin,no,Clear/Partly cloudy,0.245833,0.257583,0.468333,10.083499999999999,309,2115,2424,7,Low
696,2012-11-26,winter,2012,novem,no,Selasa,yes,Clear/Partly cloudy,0.313333,0.339004,0.535417,3.1255499999999996,337,4750,5087,8,Low
697,2012-11-27,winter,2012,novem,no,Rabu,yes,Misty/Cloudy,0.291667,0.281558,0.786667,15.916654,123,3836,3959,9,Low
698,2012-11-28,winter,2012,novem,no,Kamis,yes,Clear/Partly cloudy,0.296667,0.289762,0.50625,14.125007,198,5062,5260,10,Low
699,2012-11-29,winter,2012,novem,no,Jumat,yes,Clear/Partly cloudy,0.28087,0.298422,0.555652,7.739974,243,5080,5323,11,Low
700,2012-11-30,winter,2012,novem,no,Sabtu,yes,Clear/Partly cloudy,0.298333,0.323867,0.649583,3.9175436,362,5306,5668,12,Low
701,2012-12-01,winter,2012,desem,no,Minggu,no,Misty/Cloudy,0.298333,0.316904,0.806667,4.0001814,951,4240,5191,13,Low
702,2012-12-02,winter,2012,desem,no,Senin,no,Misty/Cloudy,0.3475,0.359208,0.823333,8.333393000000001,892,3757,4649,14,Low
703,2012-12-03,winter,2012,desem,no,Selasa,yes,Clear/Partly cloudy,0.4525,0.455796,0.7675,5.5422936,555,5679,6234,15,Low
704,2012-12-04,winter,2012,desem,no,Rabu,yes,Clear/Partly cloudy,0.475833,0.469054,0.73375,11.666643,551,6055,6606,16,Low
705,2012-12-05,winter,2012,desem,no,Kamis,yes,Clear/Partly cloudy,0.438333,0.428012,0.485,21.709407,331,5398,5729,17,Low
706,2012-12-06,winter,2012,desem,no,Jumat,yes,Clear/Partly cloudy,0.255833,0.258204,0.50875,11.708518,340,5035,5375,18,Low
707,2012-12-07,winter,2012,desem,no,Sabtu,yes,Misty/Cloudy,0.320833,0.321958,0.764167,8.7502,349,4659,5008,19,Low
708,2012-12-08,winter,2012,desem,no,Minggu,no,Misty/Cloudy,0.381667,0.389508,0.91125,6.792393,1153,4429,5582,20,Low
709,2012-12-09,winter,2012,desem,no,Senin,no,Misty/Cloudy,0.384167,0.390146,0.905417,10.584325,441,2787,3228,21,Low
710,2012-12-10,winter,2012,desem,no,Selasa,yes,Misty/Cloudy,0.435833,0.435575,0.925,12.750636,329,4841,5170,22,Low
711,2012-12-11,winter,2012,desem,no,Rabu,yes,Misty/Cloudy,0.353333,0.338363,0.596667,19.834478999999998,282,5219,5501,23,Low
712,2012-12-12,winter,2012,desem,no,Kamis,yes,Misty/Cloudy,0.2975,0.297338,0.538333,10.916779,310,5009,5319,0,Low
713,2012-12-13,winter,2012,desem,no,Jumat,yes,Clear/Partly cloudy,0.295833,0.294188,0.485833,11.666643,425,5107,5532,1,Low
714,2012-12-14,winter,2012,desem,no,Sabtu,yes,Clear/Partly cloudy,0.281667,0.294192,0.642917,8.792343,429,5182,5611,2,Low
715,2012-12-15,winter,2012,desem,no,Minggu,no,Clear/Partly cloudy,0.324167,0.338383,0.650417,7.12545,767,4280,5047,3,Low
716,2012-12-16,winter,2012,desem,no,Senin,no,Misty/Cloudy,0.3625,0.369938,0.83875,6.749714,538,3248,3786,4,Low
717,2012-12-17,winter,2012,desem,no,Selasa,yes,Misty/Cloudy,0.393333,0.4015,0.907083,6.583306100000001,212,4373,4585,5,Low
718,2012-12-18,winter,2012,desem,no,Rabu,yes,Clear/Partly cloudy,0.410833,0.409708,0.66625,14.834067999999998,433,5124,5557,6,Low
719,2012-12-19,winter,2012,desem,no,Kamis,yes,Clear/Partly cloudy,0.3325,0.342162,0.625417,12.334164000000001,333,4934,5267,7,Low
720,2012-12-20,winter,2012,desem,no,Jumat,yes,Misty/Cloudy,0.33,0.335217,0.667917,8.875021,314,3814,4128,8,Low
721,2012-12-21,springer,2012,desem,no,Sabtu,yes,Misty/Cloudy,0.326667,0.301767,0.556667,25.083661000000003,221,3402,3623,9,Medium
722,2012-12-22,springer,2012,desem,no,Minggu,no,Clear/Partly cloudy,0.265833,0.236113,0.44125,27.292182,205,1544,1749,10,Medium
723,2012-12-23,springer,2012,desem,no,Senin,no,Clear/Partly cloudy,0.245833,0.259471,0.515417,8.916561,408,1379,1787,11,Low
724,2012-12-24,springer,2012,desem,no,Selasa,yes,Misty/Cloudy,0.231304,0.2589,0.791304,5.1744368000000005,174,746,920,12,Low
725,2012-12-25,springer,2012,desem,yes,Rabu,no,Misty/Cloudy,0.291304,0.294465,0.734783,11.304642,440,573,1013,13,Low
726,2012-12-26,springer,2012,desem,no,Kamis,yes,Light/Rain,0.243333,0.220333,0.823333,21.208582,9,432,441,14,Low
727,2012-12-27,springer,2012,desem,no,Jumat,yes,Misty/Cloudy,0.254167,0.226642,0.652917,23.458911,247,1867,2114,15,Medium
728,2012-12-28,springer,2012,desem,no,Sabtu,yes,Misty/Cloudy,0.253333,0.255046,0.59,10.416557,644,2451,3095,16,Low
729,2012-12-29,springer,2012,desem,no,Minggu,no,Misty/Cloudy,0.253333,0.2424,0.752917,8.333661,159,1182,1341,17,Low
730,2012-12-30,springer,2012,desem,no,Senin,no,Clear/Partly cloudy,0.255833,0.2317,0.483333,23.500518,364,1432,1796,18,Medium
731,2012-12-31,springer,2012,desem,no,Selasa,yes,Misty/Cloudy,0.215833,0.223487,0.5775,10.374682,439,2290,2729,19,Low
